Склад;Поклажедатель;ИНН;Наименование;Артикул;Колво
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло RN Magnum Ultratec 5W-30 (в канистру по 4 л);7339;1
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло Rosneft Diesel 2 15W-40 (В бочки 216,5л(180 кг));3/21/1/1235/2;2
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло Rosneft Kinetic Catran SAE 30 (канистра 20 л);7411;14
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло Rosneft Kinetic Hypoid 75W-90 (В бочку 216,5л(180 кг));4374;46
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло Rosneft Kinetic UTTO 10W-30 (В бочки 216,5л(180 кг));3/21/7/437/3;1
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло Rosneft Magnum Coldtec 5W-30 SN/CF (В канистру 4 л.);7102;25
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло Rosneft Magnum Coldtec 5W-40 SN/CF (В канистру 4 л.);4319;6
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло для автоматических коробок передач Vitex Dexron III (канистра 4л);5832;1
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло индустриальное И-20А (В бочки 216,5 л.(180 кг.));3/21/5/379/3;4
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло моторное LEVEL TRUCK E5 5w-40 CK-4, (В бочку 216,5 л. (180 кг)).;8101;3
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло моторное М-14В2 (В бочки 216,5 л.(180 кг.));3/21/1/981/3;4
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло моторное М-14Г2ЦС (В бочки 216,5 л.(180 кг.));3/21/1/986/2;16
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло моторное М-8В(Роснефть) (В бочки 216,5 л.(180 кг.));3/21/1/983/2;6
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло моторное М-8ДМ (В канистру 20л);3/21/1/1180/2;48
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло Роснефть Revolux D5 5W-40 (РНПК) (В канистру 20л);7943;22
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Масло ТСП-15К(Роснефть) (В бочки 216,5 л.(180 кг.));3/21/9/268/2;3
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Смазка Rosneft Plastex  Lithium EP 2 (В ведро 20л(18 кг));3/21/22/1194/2;10
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Смазка Rosneft Plastex Lithium Complex EP2 HD (В картридж 400 г);7996;1048
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Смазка для цепей KERRY мото и велотехники (210 мл) аэрозоль;7439;2
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Тормозная жидкость ТС ТЖ FELIX-ДОТ-4 (В флакон 910 гр.);3/21/19/425/3;6
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;ТП-22С марка 2 (В бочки 216,5 л.(175 кг.)), шт;3/21/10/22/2;4
Нижний Новгород;"ЗАО ""РОСМА"" КБ «Коммерческий транспорт»";6;Универсальная проникающая смазка Felix (В флакон-аэрозоль 400 мл.);3/21/19/528/3;2
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;AERO DM 15W50 (В банку 1 л);4604;4238
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;AERO DM 15W50 (В канистру 20л);4603;110
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;AeroShell Fluid 41 (В банку 5 л), шт;4058;72
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;AeroShell Oil 100 (В банку 0,946 л);7883;474
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;AeroShell Oil W 100 (В банку 0,946 л.);8104;12
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;AeroShell Turbine Oil 500 (В банку 0,946 л.), шт;3/21/17/96/5;1577
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Eastman Turbo Oil 2380 (В банку 0,946 л.);3/21/18/152/2;1344
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Eastman Turbo Oil 2389 (В банку 0,946 л.);3/21/18/153/2;201
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Mobil Jet Oil II (В банку 0,946 л.);3/21/18/99/3;3064
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Skydrol LD-4 (В банку 0,946 л.);3/21/20/22/2;10357
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Skydrol LD-4 (В канистру 3,78 л.), шт;5444;126
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Барабан КНБ;9638;34
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Гидравлическая жидкость Skydrol PE-5 (банка 0,946л);3/21/20/24/5;215
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Гофрокороб 270*140*330 Т24 с печатью по макету;5689;1520
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Ингибитор коррозии Ardrox AV 30 ( в банку 1л);5767;7
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Ингибитор коррозии Ardrox AV25 (В банку 1л);4238;421
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Консервационная присадка Brayco 599 (В банку 0,226 кг.);3/21/21/289/2;7
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло AeroShell Sport plus 4 (В банку 1,0 л.);3/21/17/160/3;432
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло авиационное AeroShell  Fluid 12 (В тубу 3,78 л.);3/21/17/133/4;4
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло авиационное AeroShell  Fluid 3 (В банку 3,78 л.);3/21/17/132/4;26
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло авиационное AEROSHELL LGF (В бидон 18,9 л.);3/21/17/136/4;37
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло авиационное AEROSHELL OIL  W100 (В бочки 208,1 л);3/21/17/120/7;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло авиационное AEROSHELL TURBINE OIL 2 (В ведро 20л);3/21/17/2039/2;86
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло авиационное AEROSHELL TURBINE OIL 555 (В банку 0,946 л.);3/21/17/107/5;162
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло авиационное AEROSHELL TURBINE OIL 560 (В банку 0,946 л.);3/21/17/97/5;162
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Масло турбинное Eastman Turbo Oil 2197 (В банку 0,946 л.);3/21/18/151/2;80
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Растворитель Solvent-680 Type I (в пласт.канистру 5л);4142;31
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Растворитель Solvent-680 Type II (в пласт.канистру 5л);4206;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Смазка  AEROSHELL GREASE 6 (В тубу 3 кг.);3/21/17/109/2;12
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Смазка AEROSHELL GREASE 22 (В тубу 3 кг.);3/21/17/100/2;319
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Смазка AeroShell Grease 64 (В банку 3 кг.);3/21/17/2025/2;23
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Смазка авиационная AEROSHELL GREASE 33 (в банку 3 кг.);3/21/17/101/2;1011
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Авиация""";2;Трансмиссионное масло SWEPCO-201 (В банку 3,785 л.);3/21/9/168/2;2
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Mobil Delvac 1640 (В бочки 208 л.);5775;3
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Mobil Pegasus 1005 (В бочку 208л);6979;113
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Shell Mysella S5 N40 (В бочки 209 л.);5829;77
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Shell Mysella S5 S40 (В бочки 209 л.), шт;5773;88
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Shell Turbo S4 GX 32 (В бочки 209л);3/21/1/1121/3;2
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Total Nateria MP40 (в бочку 208 л.);3/21/22/1170/2;17
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Total Preslia GT 46 (В бочку 208 л.);3/21/10/219/2;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Жидкость промывочная Turbo-K Concentrate (1:4) (В канистру 20л);3/23/697/3;710
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Масло Eastman Turbo Oil 2380 (В банку 0,946 л.);3/21/18/152/2;1161
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Масло авиационное AEROSHELL TURBINE OIL 500 (В бочки 208,1 л.);3/21/17/96/10;4
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""ГТУ""";4;Турбинное масло Total Preslia GT 32 (В бочку 208 л.);4298;257
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Alphatherm VP (в бочку 200 кг/Dalian Richfortune Chemicals Co. Ltd);7845;3
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Therminol 54 (в бочку 180 кг), шт;7314;2
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Бочка 1А1 (216,5л.), 09/0,8/0,9;7921;9
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Бочка б/у  Schultz S700 (для выставки), шт;8111;2
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Образец Schultz S-713 (канистра 20 л (20 кг));9631;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Образец Schultz S-713 (канистра 20 л (4 кг));8245;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Образец Schultz S-725 (канистра 2 л (3,5 кг));9635;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Образец Schultz S-735 (канистра 4 л (3,5 кг));9639;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Образец Schultz S-750 (канистра 5 л (2,5 кг));8244;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Образец Schultz S-759  (канистра 20 л (20 кг));9633;1
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Стеклянная бутылка 1 л, шт;4612;3
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Теплоноситель Schultz S700 (В бочку 180 кг.);6925;132
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Теплоноситель Schultz S725 (В бочку 200 кг.);6927;61
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Теплоноситель Schultz S750 (В бочку 200 кг.);6923;65
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Теплоносители""";9;Теплоноситель Therminol 66 (В бочки 216,5 л.(208 кг.));3/23/263/2;67
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Энергетика""";1;Масло  турбинное ТП-30 (В бочки 216,5 л.(180 кг.));3/21/10/5/8;156
Нижний Новгород;"ЗАО ""РОСМА"" ОП ""Энергетика""";1;Масло трансформаторное ГК (В бочки 216,5 л.(175 кг.));3/21/14/1/14;74
Нижний Новгород;ИП Артамонова Ирина Михайловна;5,26E+11;7100051975 Zeta Plus Капсюль BC0025S60SP02A;7100051975;3
Нижний Новгород;ИП Артамонова Ирина Михайловна;5,26E+11;Бумага для тестера целостности CT20A0;paper for CT20A0;20
Нижний Новгород;ИП Артамонова Ирина Михайловна;5,26E+11;Фильтроэлемент Aegivast C02HHAFMBA1P, PTFE 0.2 мкм, 136 мм, Bricap C, штуц 13 мм, Cobetter;C02HHAFMBA1P;2
Нижний Новгород;ИП Артамонова Ирина Михайловна;5,26E+11;Фильтроэлемент BCLSD02PA3E4 капсула Lab Scale  25 cm? 0.3-9 use SCH-620+660 filter sheet Great Wall;BCLSD02PA3E4;1
Нижний Новгород;ИП Артамонова Ирина Михайловна;5,26E+11;"Фильтроэлемент TefloGas 71GPFLP0022SSF20SP, PTFE, 0.22 мкм, 20"", патрон 71 мм, 226/FIN(SS), Silicone, Cobetter";71GPFLP0022SSF20SP;2
Нижний Новгород;ИП Молодцова А.Н.;5,20E+11;Сухое обезжиренное молоко, ГОСТ;СОМГОСТРФ;194
Нижний Новгород;"ООО ""ГЛИССАДА"" «ПИТ»";24;LEVEL ATF III Synt (В бочку 216,5 л (170 кг.));4067;8
Нижний Новгород;"ООО ""ГЛИССАДА"" «ПИТ»";24;Бочка 1А1 (216,5л.), 09/0,8/0,9 RAL 1033 c логотипом, шт;6508;121
Нижний Новгород;"ООО ""ГЛИССАДА"" «Теплоносители»";21;Therminol 66 (в бочку 216,5 л (208 кг.));3/23/701/2;84
Нижний Новгород;"ООО ""ГЛИССАДА"" БН «ГТУ»";23;Масло Shell Mysella S7 N Ultra 40 (в бочку 209 л);4065;239
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;1-Sleeve ?1.9 ND;26022;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;1-Sleeve ?1.9 WD;26027;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;1-Twist Drill EV ?1.9,  6-13;25163;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;1-Twist Drill EV ?1.9, 6-17;25162;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;20' UniAbutment Pick-up - 5.5;22876;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;20'/45' UniAbutment Transfer;22068;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;20° Uni Abutment 4.5/5.0-0.5mm;24398;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;20° Uni Abutment 4.5/5.0-8mm;24403;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;20° UniAbutment 3.5/4.0-0.5mm;24893;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;20° UniAbutment 3.5/4.0-2mm;24895;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;20° UniAbutment 3.5/4.0-4mm;24896;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;20° UniAbutment Replica;22069;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;25302 HealDesign EV 4.2 ?5 - 4.5mm;25302;19
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;2-Step Drill EV ?1.9/2.5, 6-13;25165;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;3-Sleeve ?3.1 WD;26028;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;3-Step Drill EV ?2.5/3.1, 6-13;25169;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;3-Step Drill EV ?2.5/3.1, 6-17;25168;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;4/V-Sleeve d3.7 WD;26029;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;45' UniAbutment Pick-up - 5.5;22878;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;45° Uni Abutment 4.5/5.0-1mm;24407;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;45° Uni Abutment 4.5/5.0-2mm;24408;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;4-Step Drill EV ?3.1/3.7, 6-13;25173;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;4-Step Drill EV ?3.1/3.7, 6-17;25172;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;5/V-Sleeve ?4.3 WD;26030;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;5-Step Drill EV ?3.7/4.3, 6-13;25177;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;5-Step Drill EV ?3.7/4.3, 6-17;25176;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;6-Step Drill EV ?4.3/4.9, 6-13;25181;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;6-Step Drill EV ?4.3/4.9, 6-17;25180;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A 6mm-Cort.Drill EV ?3.1/3.3;25487;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A 6mm-Cort.Drill EV ?3.7/3.9;25412;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A 6mm-Cort.Drill EV ?4.3/4.5;25420;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A 6mm-Cort.Drill EV ?4.9/5.1;25422;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A/B-Conical Drill EV ?3.1/4.2;25188;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A/B-Conical Drill EV ?3.7/4.8;25190;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Abut. Impr. P-U 20 - 4,3;22882;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Abutm. Screw Des. 3.5/4.0 M1.6;24449;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Abutm.Screw Design 4.5/5.0-M2;24209;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Abutment Depth gauge mm       ;24573;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Abutment Screw EV 3.6;25204;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Abutment Screw EV 4.2;25205;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Abutment Screw EV 4.8;25206;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A-Cortical Drill EV ?2.5/2.7;25423;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A-Cortical Drill EV ?3.1/3.3;25488;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A-Cortical Drill EV ?3.7/3.9;25490;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;A-Cortical Drill EV ?4.9/5.1;25431;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 3.0 S - 9 mm OsseoSpeed®;26302;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 3.6 S - 13 mm OsseoSpeed®;26314;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 C - 11 mm OsseoSpeed®;26333;8
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 C - 13 mm OsseoSpeed®;26334;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 C - 8 mm OsseoSpeed®;26331;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 C - 9 mm OsseoSpeed®;26332;8
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 S - 11 mm OsseoSpeed®;26323;15
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 S - 6 mm OsseoSpeed®;26320;14
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 S - 8 mm OsseoSpeed®;26321;24
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 S - 9 mm OsseoSpeed®;26322;30
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.2 S -13 mm OsseoSpeed®;26324;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.8 C - 11 mm OsseoSpeed®;26353;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.8 C - 8 mm OsseoSpeed®;26351;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.8 C - 9 mm OsseoSpeed®;26352;6
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 4.8 S - 13 mm OsseoSpeed®;26344;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 5.4 S - 11 mm OsseoSpeed®;26363;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 5.4 S - 6 mm OsseoSpeed®;26360;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV 5.4 S - 8 mm OsseoSpeed®;26361;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV Profile 4.2 PS - 11 mm OsseoSpeed®;26373;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV Profile 4.2 PS - 9 mm OsseoSpeed®;26372;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV Profile 4.8 PC - 13 mm OsseoSpeed;26414;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV Profile 4.8 PS - 11 mm OsseoSpeed®;26403;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Astra Tech Implant EV Profile 4.8 PS - 8 mm OsseoSpeed®;26401;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 3.0S 11mm OS;26303;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 3.0S 13mm OS;26304;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 3.6S 6mm OS;26310;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 4.2PC 11mmOS;26383;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 4.2PC 8mm OS;26381;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 4.8PC 9mm OS;26412;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 4.8PS 13mmOS;26404;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 4.8S 11mm OS;26343;9
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 4.8S 6mm OS;26340;11
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 4.8S 8mm OS;26341;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 4.8S 9mm OS;26342;18
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 5.4S 13mmOS ;26364;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;AstraTech Impl EV 5.4S 9mm OS;26362;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Atlantis IO FLO IO-P-02;35244;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Atlantis IO FLO IO-P-03;35245;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Atlantis IO FLO IO-P-04;35246;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Atlantis IO FLO IO-P-05;35247;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B 6mm-Cort.Drill EV ?3.1/3.6;25411;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B 6mm-Cort.Drill EV ?3.7/4.2;25419;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B 6mm-Cort.Drill EV ?4.3/4.8;25421;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B 6mm-Cort.Drill EV ?4.9/5.4;25424;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B-Cortical Drill EV ?2.5/3.0;25193;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B-Cortical Drill EV ?3.1/3.6;25195;3
